time,stress,dose,strain,mean,sd
15.33333333,Cd,0.1,MC1061,0.4186666667,0.01733333333
15.33333333,Cd,0.1,MC-SCFP3A,0.2863333333,0.01537675013
15.33333333,Cd,0.1,VIPdeltaRecA,0.48325,0.004016706184
15.33333333,Cd,0.1,VIP205,0.3513333333,0.01411067366
15.33333333,Cd,0.15,MC1061,0.03633333333,0.002185812841
15.33333333,Cd,0.15,MC-SCFP3A,0.03966666667,0.0008819171037
15.33333333,Cd,0.15,VIPdeltaRecA,0.405625,0.02789581222
15.33333333,Cd,0.15,VIP205,0.02333333333,0.002185812841
15.33333333,Cd,0.2,MC1061,0.016,0
15.33333333,Cd,0.2,MC-SCFP3A,0.031,0.001154700538
15.33333333,Cd,0.2,VIPdeltaRecA,0.145375,0.04151244972
15.33333333,Cd,0.2,VIP205,0.02233333333,0.00202758751
15.33333333,Cd,0.25,MC1061,0.018,0.001
15.33333333,Cd,0.25,MC-SCFP3A,0.01433333333,0.0003333333333
15.33333333,Cd,0.25,VIPdeltaRecA,0.060375,0.00581849729
15.33333333,Cd,0.25,VIP205,0.01933333333,0.0008819171037
15.33333333,Cd,0.3,VIPdeltaRecA,0.066875,0.01243474036
15.33333333,Cd,0.35,VIPdeltaRecA,0.056,0.002939873661
15.33333333,Cd,0.4,VIPdeltaRecA,0.0635,0.005028490259
15.33333333,Cd,0.45,MC1061,0.02066666667,0.001452966315
15.33333333,Cd,0.45,MC-SCFP3A,0.02,0
15.33333333,Cd,0.45,VIPdeltaRecA,0.0933125,0.0217996022
15.33333333,Cd,0.45,VIP205,0.02,0.0005773502692
15.66666667,AMP,0,MC1061,0.4753333333,0.003179797338
15.66666667,AMP,0,MC-SCFP3A,0.4843333333,0.01497034105
15.66666667,AMP,0,VIPdeltaRecA,0.8406666667,0.05344571493
15.66666667,AMP,0,VIP205,0.7956666667,0.03033882734
15.66666667,AMP,0.25,MC1061,0.231,0.004932882862
15.66666667,AMP,0.25,MC-SCFP3A,0.2526666667,0.01901169231
15.66666667,AMP,0.25,VIP205,0.5703333333,0.03474350459
15.66666667,AMP,0.5,MC1061,0.2163333333,0.001201850425
15.66666667,AMP,0.5,MC-SCFP3A,0.225,0.0005773502692
15.66666667,AMP,0.5,VIP205,0.344,0.0195192213
15.66666667,AMP,1,MC1061,0.1183333333,0.002603416559
15.66666667,AMP,1,MC-SCFP3A,0.122,0.001732050808
15.66666667,AMP,1,VIPdeltaRecA,0.8055,0.009865162369
15.66666667,AMP,1,VIP205,0.1853333333,0.01703264839
15.66666667,AMP,1.5,MC1061,0.1003333333,0.005206833117
15.66666667,AMP,1.5,MC-SCFP3A,0.09066666667,0.005607534614
15.66666667,AMP,1.5,VIP205,0.127,0.007505553499
15.66666667,AMP,2,MC1061,0.09066666667,0.005364492313
15.66666667,AMP,2,MC-SCFP3A,0.07966666667,0.005811865258
15.66666667,AMP,2,VIPdeltaRecA,0.808875,0.008739151438
15.66666667,AMP,2,VIP205,0.1033333333,0.006936217349
15.66666667,AMP,2.5,MC1061,0.08433333333,0.002333333333
15.66666667,AMP,2.5,MC-SCFP3A,0.078,0.002081665999
15.66666667,AMP,2.5,VIP205,0.091,0.005507570547
15.66666667,AMP,3,VIPdeltaRecA,0.79875,0.007873440889
15.66666667,AMP,4,VIPdeltaRecA,0.789875,0.01668022514
15.66666667,AMP,5,MC1061,0.03733333333,0.001666666667
15.66666667,AMP,5,MC-SCFP3A,0.031,0.001527525232
15.66666667,AMP,5,VIPdeltaRecA,0.78075,0.01593485622
15.66666667,AMP,5,VIP205,0.073,0.0005773502692
15.66666667,Cd,0,MC1061,0.5,0.005033222957
15.66666667,Cd,0,MC-SCFP3A,0.5856666667,0.05501615924
15.66666667,Cd,0,VIPdeltaRecA,0.7973333333,0.02883477838
15.66666667,Cd,0,VIP205,0.93,0.0174737899
15.66666667,Cd,0.025,MC1061,0.4586666667,0.01072898463
15.66666667,Cd,0.025,MC-SCFP3A,0.4446666667,0.01003881356
15.66666667,Cd,0.025,VIP205,0.757,0.01921804707
15.66666667,Cd,0.05,MC1061,0.3036666667,0.016414763
15.66666667,Cd,0.05,MC-SCFP3A,0.287,0.01594783162
15.66666667,Cd,0.05,VIPdeltaRecA,0.553875,0.01584347263
15.66666667,Cd,0.05,VIP205,0.5136666667,0.001452966315
15.66666667,Cd,0.1,MC1061,0.4206666667,0.01733333333
15.66666667,Cd,0.1,MC-SCFP3A,0.287,0.01553490693
15.66666667,Cd,0.1,VIPdeltaRecA,0.4835,0.004423960733
15.66666667,Cd,0.1,VIP205,0.3523333333,0.01411067366
15.66666667,Cd,0.15,MC1061,0.036,0.002081665999
15.66666667,Cd,0.15,MC-SCFP3A,0.03933333333,0.001201850425
15.66666667,Cd,0.15,VIPdeltaRecA,0.405,0.02814376358
15.66666667,Cd,0.15,VIP205,0.023,0.002081665999
15.66666667,Cd,0.2,MC1061,0.016,0
15.66666667,Cd,0.2,MC-SCFP3A,0.031,0.001154700538
15.66666667,Cd,0.2,VIPdeltaRecA,0.14875,0.04157985003
15.66666667,Cd,0.2,VIP205,0.02266666667,0.002333333333
15.66666667,Cd,0.25,MC1061,0.018,0.001
15.66666667,Cd,0.25,MC-SCFP3A,0.01433333333,0.0003333333333
15.66666667,Cd,0.25,VIPdeltaRecA,0.061375,0.006259100517
15.66666667,Cd,0.25,VIP205,0.02,0.001154700538
15.66666667,Cd,0.3,VIPdeltaRecA,0.067125,0.01269200747
15.66666667,Cd,0.35,VIPdeltaRecA,0.055625,0.002999627953
15.66666667,Cd,0.4,VIPdeltaRecA,0.063125,0.005075985126
15.66666667,Cd,0.45,MC1061,0.02066666667,0.001452966315
15.66666667,Cd,0.45,MC-SCFP3A,0.02,0
15.66666667,Cd,0.45,VIPdeltaRecA,0.0948125,0.02290982663
15.66666667,Cd,0.45,VIP205,0.02,0.0005773502692
16,AMP,0,MC1061,0.4753333333,0.004255715112
16,AMP,0,MC-SCFP3A,0.4826666667,0.01367885635
16,AMP,0,VIPdeltaRecA,0.8466666667,0.0524478577
16,AMP,0,VIP205,0.7973333333,0.03017909505
16,AMP,0.25,MC1061,0.232,0.005507570547
16,AMP,0.25,MC-SCFP3A,0.2553333333,0.01781697069
16,AMP,0.25,VIP205,0.5736666667,0.03535219622
16,AMP,0.5,MC1061,0.2163333333,0.001763834207
16,AMP,0.5,MC-SCFP3A,0.2243333333,0.0003333333333
16,AMP,0.5,VIP205,0.3433333333,0.0193419521
16,AMP,1,MC1061,0.1173333333,0.002603416559
16,AMP,1,MC-SCFP3A,0.1223333333,0.002185812841
16,AMP,1,VIPdeltaRecA,0.804625,0.009803311212
16,AMP,1,VIP205,0.1853333333,0.01703264839
16,AMP,1.5,MC1061,0.09933333333,0.004910306621
16,AMP,1.5,MC-SCFP3A,0.09033333333,0.005364492313
16,AMP,1.5,VIP205,0.127,0.007505553499
16,AMP,2,MC1061,0.08966666667,0.005364492313
16,AMP,2,MC-SCFP3A,0.07933333333,0.005783117191
16,AMP,2,VIPdeltaRecA,0.806875,0.009012763767
16,AMP,2,VIP205,0.1033333333,0.006936217349
16,AMP,2.5,MC1061,0.08366666667,0.002185812841
16,AMP,2.5,MC-SCFP3A,0.078,0.002081665999
16,AMP,2.5,VIP205,0.09133333333,0.005174724899
16,AMP,3,VIPdeltaRecA,0.797875,0.007926982627
16,AMP,4,VIPdeltaRecA,0.7895,0.01659388872
16,AMP,5,MC1061,0.03733333333,0.001666666667
16,AMP,5,MC-SCFP3A,0.031,0.001527525232
16,AMP,5,VIPdeltaRecA,0.780375,0.01593618692
16,AMP,5,VIP205,0.074,0.0005773502692
16,Cd,0,MC1061,0.4986666667,0.005364492313
16,Cd,0,MC-SCFP3A,0.5856666667,0.05542662818
16,Cd,0,VIPdeltaRecA,0.796,0.02657693235
16,Cd,0,VIP205,0.9323333333,0.01812303629
16,Cd,0.025,MC1061,0.457,0.01006644591
16,Cd,0.025,MC-SCFP3A,0.443,0.01014889157
16,Cd,0.025,VIP205,0.7603333333,0.01987740202
16,Cd,0.05,MC1061,0.302,0.01761628035
16,Cd,0.05,MC-SCFP3A,0.2863333333,0.01647557114
16,Cd,0.05,VIPdeltaRecA,0.554375,0.01583163368
16,Cd,0.05,VIP205,0.5163333333,0.0006666666667
16,Cd,0.1,MC1061,0.4223333333,0.01716909368
16,Cd,0.1,MC-SCFP3A,0.288,0.01539480432
16,Cd,0.1,VIPdeltaRecA,0.483875,0.004493795326
16,Cd,0.1,VIP205,0.3533333333,0.01449520994
16,Cd,0.15,MC1061,0.036,0.002081665999
16,Cd,0.15,MC-SCFP3A,0.03933333333,0.001201850425
16,Cd,0.15,VIPdeltaRecA,0.406625,0.02845167425
16,Cd,0.15,VIP205,0.023,0.002081665999
16,Cd,0.2,MC1061,0.016,0
16,Cd,0.2,MC-SCFP3A,0.031,0.001154700538
16,Cd,0.2,VIPdeltaRecA,0.15525,0.04342964343
16,Cd,0.2,VIP205,0.02233333333,0.00202758751
16,Cd,0.25,MC1061,0.018,0.001
16,Cd,0.25,MC-SCFP3A,0.01433333333,0.0003333333333
16,Cd,0.25,VIPdeltaRecA,0.062125,0.006730626961
16,Cd,0.25,VIP205,0.01966666667,0.0008819171037
16,Cd,0.3,VIPdeltaRecA,0.067375,0.01280058244
16,Cd,0.35,VIPdeltaRecA,0.055625,0.002975720201
16,Cd,0.4,VIPdeltaRecA,0.0635,0.00511649992
16,Cd,0.45,MC1061,0.02066666667,0.001452966315
16,Cd,0.45,MC-SCFP3A,0.01966666667,0.0003333333333
16,Cd,0.45,VIPdeltaRecA,0.0965625,0.02414935623
16,Cd,0.45,VIP205,0.02,0.0005773502692
16.33333333,AMP,0,MC1061,0.4753333333,0.004977728174
16.33333333,AMP,0,MC-SCFP3A,0.4813333333,0.01133333333
16.33333333,AMP,0,VIPdeltaRecA,0.852,0.05011985634
16.33333333,AMP,0,VIP205,0.7983333333,0.03020117731
16.33333333,AMP,0.25,MC1061,0.2323333333,0.005547772326
16.33333333,AMP,0.25,MC-SCFP3A,0.258,0.01556705924
16.33333333,AMP,0.25,VIP205,0.5773333333,0.03617703384
16.33333333,AMP,0.5,MC1061,0.216,0.001154700538
16.33333333,AMP,0.5,MC-SCFP3A,0.223,0.0005773502692
16.33333333,AMP,0.5,VIP205,0.344,0.019
16.33333333,AMP,1,MC1061,0.1173333333,0.002603416559
16.33333333,AMP,1,MC-SCFP3A,0.1243333333,0.00375647589
16.33333333,AMP,1,VIPdeltaRecA,0.803375,0.009619432527
16.33333333,AMP,1,VIP205,0.185,0.01670329309
16.33333333,AMP,1.5,MC1061,0.099,0.004932882862
16.33333333,AMP,1.5,MC-SCFP3A,0.09033333333,0.004977728174
16.33333333,AMP,1.5,VIP205,0.127,0.007505553499
16.33333333,AMP,2,MC1061,0.08933333333,0.005238744549
16.33333333,AMP,2,MC-SCFP3A,0.07866666667,0.005811865258
16.33333333,AMP,2,VIPdeltaRecA,0.806125,0.009276386111
16.33333333,AMP,2,VIP205,0.103,0.006350852961
16.33333333,AMP,2.5,MC1061,0.08366666667,0.002185812841
16.33333333,AMP,2.5,MC-SCFP3A,0.07766666667,0.001855921454
16.33333333,AMP,2.5,VIP205,0.09066666667,0.005364492313
16.33333333,AMP,3,VIPdeltaRecA,0.796625,0.007683324941
16.33333333,AMP,4,VIPdeltaRecA,0.7885,0.01674066904
16.33333333,AMP,5,MC1061,0.037,0.001527525232
16.33333333,AMP,5,MC-SCFP3A,0.031,0.001527525232
16.33333333,AMP,5,VIPdeltaRecA,0.779,0.01607682449
16.33333333,AMP,5,VIP205,0.076,0.002516611478
16.33333333,Cd,0,MC1061,0.498,0.005033222957
16.33333333,Cd,0,MC-SCFP3A,0.5843333333,0.05621783031
16.33333333,Cd,0,VIPdeltaRecA,0.7943333333,0.02664165494
16.33333333,Cd,0,VIP205,0.934,0.01887679351
16.33333333,Cd,0.025,MC1061,0.4553333333,0.009871395263
16.33333333,Cd,0.025,MC-SCFP3A,0.4416666667,0.01039764931
16.33333333,Cd,0.025,VIP205,0.7646666667,0.02053722907
16.33333333,Cd,0.05,MC1061,0.3006666667,0.01835150614
16.33333333,Cd,0.05,MC-SCFP3A,0.285,0.01637070554
16.33333333,Cd,0.05,VIPdeltaRecA,0.554125,0.01611613821
16.33333333,Cd,0.05,VIP205,0.5196666667,0.001201850425
16.33333333,Cd,0.1,MC1061,0.4243333333,0.01667666367
16.33333333,Cd,0.1,MC-SCFP3A,0.2886666667,0.01571976816
16.33333333,Cd,0.1,VIPdeltaRecA,0.485625,0.004342224167
16.33333333,Cd,0.1,VIP205,0.354,0.01474222959
16.33333333,Cd,0.15,MC1061,0.03566666667,0.001855921454
16.33333333,Cd,0.15,MC-SCFP3A,0.03933333333,0.001201850425
16.33333333,Cd,0.15,VIPdeltaRecA,0.411,0.02822296431
16.33333333,Cd,0.15,VIP205,0.023,0.002081665999
16.33333333,Cd,0.2,MC1061,0.016,0
16.33333333,Cd,0.2,MC-SCFP3A,0.03066666667,0.001452966315
16.33333333,Cd,0.2,VIPdeltaRecA,0.157875,0.04326720859
16.33333333,Cd,0.2,VIP205,0.02233333333,0.00202758751
16.33333333,Cd,0.25,MC1061,0.018,0.001
16.33333333,Cd,0.25,MC-SCFP3A,0.01433333333,0.0003333333333
16.33333333,Cd,0.25,VIPdeltaRecA,0.063375,0.007262765854
16.33333333,Cd,0.25,VIP205,0.01966666667,0.0008819171037
16.33333333,Cd,0.3,VIPdeltaRecA,0.06825,0.01322976892
16.33333333,Cd,0.35,VIPdeltaRecA,0.055625,0.002945562643
16.33333333,Cd,0.4,VIPdeltaRecA,0.063125,0.005075985126
16.33333333,Cd,0.45,MC1061,0.02066666667,0.001452966315
16.33333333,Cd,0.45,MC-SCFP3A,0.01966666667,0.0003333333333
16.33333333,Cd,0.45,VIPdeltaRecA,0.098,0.0251002988
16.33333333,Cd,0.45,VIP205,0.02,0.0005773502692
16.66666667,AMP,0,MC1061,0.476,0.005773502692
16.66666667,AMP,0,MC-SCFP3A,0.4796666667,0.01125956384
16.66666667,AMP,0,VIPdeltaRecA,0.8553333333,0.04988096943
16.66666667,AMP,0,VIP205,0.7993333333,0.02971718545
16.66666667,AMP,0.25,MC1061,0.2326666667,0.006173419726
16.66666667,AMP,0.25,MC-SCFP3A,0.261,0.0130511813
16.66666667,AMP,0.25,VIP205,0.581,0.03604164258
16.66666667,AMP,0.5,MC1061,0.216,0.001
16.66666667,AMP,0.5,MC-SCFP3A,0.2216666667,0.0006666666667
16.66666667,AMP,0.5,VIP205,0.3426666667,0.01916884046
16.66666667,AMP,1,MC1061,0.1163333333,0.002603416559
16.66666667,AMP,1,MC-SCFP3A,0.1256666667,0.005925462945
16.66666667,AMP,1,VIPdeltaRecA,0.8025,0.009473647661
16.66666667,AMP,1,VIP205,0.1853333333,0.01596175986
16.66666667,AMP,1.5,MC1061,0.098,0.004358898944
16.66666667,AMP,1.5,MC-SCFP3A,0.09033333333,0.004977728174
16.66666667,AMP,1.5,VIP205,0.127,0.007
16.66666667,AMP,2,MC1061,0.08866666667,0.004910306621
16.66666667,AMP,2,MC-SCFP3A,0.079,0.005507570547
16.66666667,AMP,2,VIPdeltaRecA,0.807,0.009315885051
16.66666667,AMP,2,VIP205,0.1026666667,0.006641619615
16.66666667,AMP,2.5,MC1061,0.08366666667,0.002185812841
16.66666667,AMP,2.5,MC-SCFP3A,0.07733333333,0.002185812841
16.66666667,AMP,2.5,VIP205,0.09066666667,0.005364492313
16.66666667,AMP,3,VIPdeltaRecA,0.796125,0.007616798868
16.66666667,AMP,4,VIPdeltaRecA,0.787875,0.0169731274
16.66666667,AMP,5,MC1061,0.037,0.001527525232
16.66666667,AMP,5,MC-SCFP3A,0.031,0.001527525232
16.66666667,AMP,5,VIPdeltaRecA,0.77875,0.01613088209
16.66666667,AMP,5,VIP205,0.07933333333,0.005364492313
16.66666667,Cd,0,MC1061,0.4963333333,0.005696002497
16.66666667,Cd,0,MC-SCFP3A,0.5846666667,0.05654005463
16.66666667,Cd,0,VIPdeltaRecA,0.795,0.02482606158
16.66666667,Cd,0,VIP205,0.9363333333,0.01909915647
16.66666667,Cd,0.025,MC1061,0.4536666667,0.009207484878
16.66666667,Cd,0.025,MC-SCFP3A,0.4406666667,0.01039764931
16.66666667,Cd,0.025,VIP205,0.7683333333,0.02140353034
16.66666667,Cd,0.05,MC1061,0.2983333333,0.01909915647
16.66666667,Cd,0.05,MC-SCFP3A,0.2846666667,0.01658647374
16.66666667,Cd,0.05,VIPdeltaRecA,0.554125,0.01581301171
16.66666667,Cd,0.05,VIP205,0.5223333333,0.00202758751
16.66666667,Cd,0.1,MC1061,0.426,0.0170098011
16.66666667,Cd,0.1,MC-SCFP3A,0.2903333333,0.01593040419
16.66666667,Cd,0.1,VIPdeltaRecA,0.48725,0.004370150373
16.66666667,Cd,0.1,VIP205,0.3546666667,0.01481365736
16.66666667,Cd,0.15,MC1061,0.03533333333,0.002185812841
16.66666667,Cd,0.15,MC-SCFP3A,0.03933333333,0.001201850425
16.66666667,Cd,0.15,VIPdeltaRecA,0.413375,0.02630245609
16.66666667,Cd,0.15,VIP205,0.02333333333,0.002185812841
16.66666667,Cd,0.2,MC1061,0.016,0
16.66666667,Cd,0.2,MC-SCFP3A,0.03033333333,0.001452966315
16.66666667,Cd,0.2,VIPdeltaRecA,0.16375,0.04490456149
16.66666667,Cd,0.2,VIP205,0.02233333333,0.00202758751
16.66666667,Cd,0.25,MC1061,0.018,0.001
16.66666667,Cd,0.25,MC-SCFP3A,0.01433333333,0.0003333333333
16.66666667,Cd,0.25,VIPdeltaRecA,0.064875,0.007820388874
16.66666667,Cd,0.25,VIP205,0.01966666667,0.0008819171037
16.66666667,Cd,0.3,VIPdeltaRecA,0.068375,0.01320705642
16.66666667,Cd,0.35,VIPdeltaRecA,0.05575,0.002962564044
16.66666667,Cd,0.4,VIPdeltaRecA,0.063375,0.005206237674
16.66666667,Cd,0.45,MC1061,0.02066666667,0.001452966315
16.66666667,Cd,0.45,MC-SCFP3A,0.01966666667,0.0003333333333
16.66666667,Cd,0.45,VIPdeltaRecA,0.0995625,0.02610124019
16.66666667,Cd,0.45,VIP205,0.02,0.0005773502692
17,AMP,0,MC1061,0.476,0.007571877794
17,AMP,0,MC-SCFP3A,0.4793333333,0.0104774891
17,AMP,0,VIPdeltaRecA,0.862,0.04722640504
17,AMP,0,VIP205,0.8006666667,0.02942410199
17,AMP,0.25,MC1061,0.2326666667,0.006173419726
17,AMP,0.25,MC-SCFP3A,0.2633333333,0.01120019841
17,AMP,0.25,VIP205,0.582,0.03504283094
17,AMP,0.5,MC1061,0.2146666667,0.0008819171037
17,AMP,0.5,MC-SCFP3A,0.2203333333,0.0008819171037
17,AMP,0.5,VIP205,0.342,0.01900876991
17,AMP,1,MC1061,0.1153333333,0.002333333333
17,AMP,1,MC-SCFP3A,0.128,0.008621678104
17,AMP,1,VIPdeltaRecA,0.801,0.009420721841
17,AMP,1,VIP205,0.1856666667,0.01629246588
17,AMP,1.5,MC1061,0.098,0.003785938897
17,AMP,1.5,MC-SCFP3A,0.09033333333,0.004630814663
17,AMP,1.5,VIP205,0.127,0.007
17,AMP,2,MC1061,0.08833333333,0.004702245327
17,AMP,2,MC-SCFP3A,0.07833333333,0.005547772326
17,AMP,2,VIPdeltaRecA,0.806125,0.009538338991
17,AMP,2,VIP205,0.1026666667,0.00638574802
17,AMP,2.5,MC1061,0.08266666667,0.002185812841
17,AMP,2.5,MC-SCFP3A,0.07666666667,0.001855921454
17,AMP,2.5,VIP205,0.09066666667,0.005364492313
17,AMP,3,VIPdeltaRecA,0.795,0.007812535714
17,AMP,4,VIPdeltaRecA,0.787125,0.01688240578
17,AMP,5,MC1061,0.03733333333,0.001201850425
17,AMP,5,MC-SCFP3A,0.031,0.001527525232
17,AMP,5,VIPdeltaRecA,0.777875,0.01627271764
17,AMP,5,VIP205,0.07966666667,0.006666666667
17,Cd,0,MC1061,0.4956666667,0.005364492313
17,Cd,0,MC-SCFP3A,0.5833333333,0.05759726074
17,Cd,0,VIPdeltaRecA,0.7916666667,0.02482829927
17,Cd,0,VIP205,0.9376666667,0.01987740202
17,Cd,0.025,MC1061,0.4523333333,0.008875684637
17,Cd,0.025,MC-SCFP3A,0.4393333333,0.01020348524
17,Cd,0.025,VIP205,0.7713333333,0.02194184232
17,Cd,0.05,MC1061,0.2966666667,0.01975123062
17,Cd,0.05,MC-SCFP3A,0.2833333333,0.01637409879
17,Cd,0.05,VIPdeltaRecA,0.5555,0.01518222645
17,Cd,0.05,VIP205,0.525,0.002309401077
17,Cd,0.1,MC1061,0.4266666667,0.01634353423
17,Cd,0.1,MC-SCFP3A,0.2913333333,0.01647557114
17,Cd,0.1,VIPdeltaRecA,0.488125,0.004638493829
17,Cd,0.1,VIP205,0.3553333333,0.01489220527
17,Cd,0.15,MC1061,0.03533333333,0.002185812841
17,Cd,0.15,MC-SCFP3A,0.03933333333,0.001201850425
17,Cd,0.15,VIPdeltaRecA,0.414125,0.02612226575
17,Cd,0.15,VIP205,0.02333333333,0.002185812841
17,Cd,0.2,MC1061,0.016,0
17,Cd,0.2,MC-SCFP3A,0.03033333333,0.001452966315
17,Cd,0.2,VIPdeltaRecA,0.166,0.04488159024
17,Cd,0.2,VIP205,0.02233333333,0.00202758751
17,Cd,0.25,MC1061,0.018,0.001
17,Cd,0.25,MC-SCFP3A,0.01433333333,0.0003333333333
17,Cd,0.25,VIPdeltaRecA,0.066125,0.008403735351
17,Cd,0.25,VIP205,0.01966666667,0.0008819171037
17,Cd,0.3,VIPdeltaRecA,0.069,0.01368654188
17,Cd,0.35,VIPdeltaRecA,0.055875,0.002960679821
17,Cd,0.4,VIPdeltaRecA,0.0635,0.005126959556
17,Cd,0.45,MC1061,0.02066666667,0.001452966315
17,Cd,0.45,MC-SCFP3A,0.01966666667,0.0003333333333
17,Cd,0.45,VIPdeltaRecA,0.101,0.0270474891
17,Cd,0.45,VIP205,0.02,0.0005773502692
17.33333333,AMP,0,MC1061,0.4763333333,0.008252945602
17.33333333,AMP,0,MC-SCFP3A,0.4773333333,0.009386751894
17.33333333,AMP,0,VIPdeltaRecA,0.866,0.04623130253
17.33333333,AMP,0,VIP205,0.8016666667,0.02895014872
17.33333333,AMP,0.25,MC1061,0.233,0.006429100507
17.33333333,AMP,0.25,MC-SCFP3A,0.265,0.009539392014
17.33333333,AMP,0.25,VIP205,0.583,0.03404408906
17.33333333,AMP,0.5,MC1061,0.2136666667,0.0008819171037
17.33333333,AMP,0.5,MC-SCFP3A,0.2196666667,0.0008819171037
17.33333333,AMP,0.5,VIP205,0.343,0.01855622088
17.33333333,AMP,1,MC1061,0.1153333333,0.002333333333
17.33333333,AMP,1,MC-SCFP3A,0.1306666667,0.01172367026
17.33333333,AMP,1,VIPdeltaRecA,0.8,0.009172941575
17.33333333,AMP,1,VIP205,0.1846666667,0.01583596469
17.33333333,AMP,1.5,MC1061,0.09766666667,0.003282952601
17.33333333,AMP,1.5,MC-SCFP3A,0.09133333333,0.00375647589
17.33333333,AMP,1.5,VIP205,0.127,0.007
17.33333333,AMP,2,MC1061,0.088,0.004582575695
17.33333333,AMP,2,MC-SCFP3A,0.07766666667,0.005238744549
17.33333333,AMP,2,VIPdeltaRecA,0.8065,0.009763269359
17.33333333,AMP,2,VIP205,0.1023333333,0.006359594676
17.33333333,AMP,2.5,MC1061,0.08266666667,0.002185812841
17.33333333,AMP,2.5,MC-SCFP3A,0.07666666667,0.001855921454
17.33333333,AMP,2.5,VIP205,0.09066666667,0.005364492313
17.33333333,AMP,3,VIPdeltaRecA,0.79375,0.007565782936
17.33333333,AMP,4,VIPdeltaRecA,0.7865,0.01679710859
17.33333333,AMP,5,MC1061,0.03733333333,0.001201850425
17.33333333,AMP,5,MC-SCFP3A,0.03133333333,0.001763834207
17.33333333,AMP,5,VIPdeltaRecA,0.777,0.01626674961
17.33333333,AMP,5,VIP205,0.08066666667,0.007172478264
17.33333333,Cd,0,MC1061,0.4946666667,0.005897268671
17.33333333,Cd,0,MC-SCFP3A,0.5836666667,0.05750748744
17.33333333,Cd,0,VIPdeltaRecA,0.793,0.02400694344
17.33333333,Cd,0,VIP205,0.9376666667,0.02140353034
17.33333333,Cd,0.025,MC1061,0.451,0.008544003745
17.33333333,Cd,0.025,MC-SCFP3A,0.438,0.0100166528
17.33333333,Cd,0.025,VIP205,0.7746666667,0.02260039331
17.33333333,Cd,0.05,MC1061,0.2943333333,0.02062630467
17.33333333,Cd,0.05,MC-SCFP3A,0.2823333333,0.01629246588
17.33333333,Cd,0.05,VIPdeltaRecA,0.5545,0.01521864458
17.33333333,Cd,0.05,VIP205,0.5266666667,0.002603416559
17.33333333,Cd,0.1,MC1061,0.4276666667,0.01634353423
17.33333333,Cd,0.1,MC-SCFP3A,0.2923333333,0.01702286045
17.33333333,Cd,0.1,VIPdeltaRecA,0.489875,0.005279466626
17.33333333,Cd,0.1,VIP205,0.356,0.01513274595
17.33333333,Cd,0.15,MC1061,0.03533333333,0.002185812841
17.33333333,Cd,0.15,MC-SCFP3A,0.03933333333,0.001201850425
17.33333333,Cd,0.15,VIPdeltaRecA,0.41725,0.02516570086
17.33333333,Cd,0.15,VIP205,0.023,0.002081665999
17.33333333,Cd,0.2,MC1061,0.016,0
17.33333333,Cd,0.2,MC-SCFP3A,0.03033333333,0.001452966315
17.33333333,Cd,0.2,VIPdeltaRecA,0.16875,0.04541033158
17.33333333,Cd,0.2,VIP205,0.02233333333,0.00202758751
17.33333333,Cd,0.25,MC1061,0.018,0.001
17.33333333,Cd,0.25,MC-SCFP3A,0.01433333333,0.0003333333333
17.33333333,Cd,0.25,VIPdeltaRecA,0.0675,0.00894027804
17.33333333,Cd,0.25,VIP205,0.01966666667,0.0008819171037
17.33333333,Cd,0.3,VIPdeltaRecA,0.069875,0.01454480455
17.33333333,Cd,0.35,VIPdeltaRecA,0.055625,0.002975720201
17.33333333,Cd,0.4,VIPdeltaRecA,0.06325,0.005181526251
17.33333333,Cd,0.45,MC1061,0.02066666667,0.001452966315
17.33333333,Cd,0.45,MC-SCFP3A,0.01966666667,0.0003333333333
17.33333333,Cd,0.45,VIPdeltaRecA,0.1019375,0.02776740727
17.33333333,Cd,0.45,VIP205,0.02,0.0005773502692
17.66666667,AMP,0,MC1061,0.4766666667,0.009527737285
17.66666667,AMP,0,MC-SCFP3A,0.477,0.008386497084
17.66666667,AMP,0,VIPdeltaRecA,0.87,0.04529900661
17.66666667,AMP,0,VIP205,0.8023333333,0.02881164888
17.66666667,AMP,0.25,MC1061,0.233,0.006806859286
17.66666667,AMP,0.25,MC-SCFP3A,0.2666666667,0.008353309391
17.66666667,AMP,0.25,VIP205,0.586,0.03300505012
17.66666667,AMP,0.5,MC1061,0.2126666667,0.001452966315
17.66666667,AMP,0.5,MC-SCFP3A,0.2193333333,0.0006666666667
17.66666667,AMP,0.5,VIP205,0.3423333333,0.0184782154
17.66666667,AMP,1,MC1061,0.1143333333,0.002333333333
17.66666667,AMP,1,MC-SCFP3A,0.1343333333,0.01537675013
17.66666667,AMP,1,VIPdeltaRecA,0.798375,0.009246500303
17.66666667,AMP,1,VIP205,0.185,0.01563116545
17.66666667,AMP,1.5,MC1061,0.098,0.002516611478
17.66666667,AMP,1.5,MC-SCFP3A,0.09166666667,0.002728450924
17.66666667,AMP,1.5,VIP205,0.127,0.007
17.66666667,AMP,2,MC1061,0.08766666667,0.004371625683
17.66666667,AMP,2,MC-SCFP3A,0.07766666667,0.005238744549
17.66666667,AMP,2,VIPdeltaRecA,0.80675,0.01049276962
17.66666667,AMP,2,VIP205,0.1026666667,0.006641619615
17.66666667,AMP,2.5,MC1061,0.082,0.002516611478
