time,replicate,stress,dose,units,strain,OD_value
11.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.647
11.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.538
11.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.578
11.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.643
11.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.537
11.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.573
12,rep1,AMP,0,ug/mL,MC-SCFP3A,0.635
12,rep2,AMP,0,ug/mL,MC-SCFP3A,0.537
12,rep3,AMP,0,ug/mL,MC-SCFP3A,0.57
12.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.629
12.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.536
12.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.566
12.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.625
12.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.535
12.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.563
13,rep1,AMP,0,ug/mL,MC-SCFP3A,0.621
13,rep2,AMP,0,ug/mL,MC-SCFP3A,0.534
13,rep3,AMP,0,ug/mL,MC-SCFP3A,0.559
13.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.614
13.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.534
13.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.557
13.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.607
13.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.533
13.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.555
14,rep1,AMP,0,ug/mL,MC-SCFP3A,0.607
14,rep2,AMP,0,ug/mL,MC-SCFP3A,0.533
14,rep3,AMP,0,ug/mL,MC-SCFP3A,0.551
14.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.598
14.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.532
14.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.55
14.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.597
14.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.533
14.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.547
15,rep1,AMP,0,ug/mL,MC-SCFP3A,0.592
15,rep2,AMP,0,ug/mL,MC-SCFP3A,0.534
15,rep3,AMP,0,ug/mL,MC-SCFP3A,0.547
15.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.587
15.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.534
15.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.543
15.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.584
15.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.536
15.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.543
16,rep1,AMP,0,ug/mL,MC-SCFP3A,0.58
16,rep2,AMP,0,ug/mL,MC-SCFP3A,0.538
16,rep3,AMP,0,ug/mL,MC-SCFP3A,0.54
16.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.574
16.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.54
16.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.54
16.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.572
16.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.541
16.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.536
17,rep1,AMP,0,ug/mL,MC-SCFP3A,0.57
17,rep2,AMP,0,ug/mL,MC-SCFP3A,0.542
17,rep3,AMP,0,ug/mL,MC-SCFP3A,0.536
17.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.565
17.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.544
17.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.533
17.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.562
17.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.546
17.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.533
18,rep1,AMP,0,ug/mL,MC-SCFP3A,0.561
18,rep2,AMP,0,ug/mL,MC-SCFP3A,0.548
18,rep3,AMP,0,ug/mL,MC-SCFP3A,0.53
18.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.558
18.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.55
18.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.529
18.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.556
18.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.552
18.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.526
19,rep1,AMP,0,ug/mL,MC-SCFP3A,0.552
19,rep2,AMP,0,ug/mL,MC-SCFP3A,0.554
19,rep3,AMP,0,ug/mL,MC-SCFP3A,0.526
19.33333333,rep1,AMP,0,ug/mL,MC-SCFP3A,0.55
19.33333333,rep2,AMP,0,ug/mL,MC-SCFP3A,0.558
19.33333333,rep3,AMP,0,ug/mL,MC-SCFP3A,0.521
19.66666667,rep1,AMP,0,ug/mL,MC-SCFP3A,0.549
19.66666667,rep2,AMP,0,ug/mL,MC-SCFP3A,0.56
19.66666667,rep3,AMP,0,ug/mL,MC-SCFP3A,0.522
20,rep1,AMP,0,ug/mL,MC-SCFP3A,0.547
20,rep2,AMP,0,ug/mL,MC-SCFP3A,0.563
20,rep3,AMP,0,ug/mL,MC-SCFP3A,0.519
0,rep1,Cd,0,mM,MC-SCFP3A,0.084
0,rep2,Cd,0,mM,MC-SCFP3A,0.084
0,rep3,Cd,0,mM,MC-SCFP3A,0.087
0.3333333333,rep1,Cd,0,mM,MC-SCFP3A,0.085
0.3333333333,rep2,Cd,0,mM,MC-SCFP3A,0.085
0.3333333333,rep3,Cd,0,mM,MC-SCFP3A,0.088
0.6666666667,rep1,Cd,0,mM,MC-SCFP3A,0.09
0.6666666667,rep2,Cd,0,mM,MC-SCFP3A,0.09
0.6666666667,rep3,Cd,0,mM,MC-SCFP3A,0.096
1,rep1,Cd,0,mM,MC-SCFP3A,0.096
1,rep2,Cd,0,mM,MC-SCFP3A,0.096
1,rep3,Cd,0,mM,MC-SCFP3A,0.101
1.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.115
1.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.119
1.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.135
1.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.158
1.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.161
1.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.214
2,rep1,Cd,0,mM,MC-SCFP3A,0.239
2,rep2,Cd,0,mM,MC-SCFP3A,0.246
2,rep3,Cd,0,mM,MC-SCFP3A,0.283
2.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.333
2.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.367
2.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.431
2.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.485
2.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.494
2.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.518
3,rep1,Cd,0,mM,MC-SCFP3A,0.563
3,rep2,Cd,0,mM,MC-SCFP3A,0.576
3,rep3,Cd,0,mM,MC-SCFP3A,0.594
3.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.605
3.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.611
3.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.622
3.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.624
3.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.629
3.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.611
4,rep1,Cd,0,mM,MC-SCFP3A,0.639
4,rep2,Cd,0,mM,MC-SCFP3A,0.649
4,rep3,Cd,0,mM,MC-SCFP3A,0.46
4.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.517
4.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.49
4.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.552
4.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.59
4.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.554
4.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.584
5,rep1,Cd,0,mM,MC-SCFP3A,0.615
5,rep2,Cd,0,mM,MC-SCFP3A,0.592
5,rep3,Cd,0,mM,MC-SCFP3A,0.591
5.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.624
5.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.604
5.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.599
5.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.614
5.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.602
5.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.604
6,rep1,Cd,0,mM,MC-SCFP3A,0.629
6,rep2,Cd,0,mM,MC-SCFP3A,0.605
6,rep3,Cd,0,mM,MC-SCFP3A,0.603
6.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.641
6.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.61
6.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.603
6.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.646
6.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.613
6.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.607
7,rep1,Cd,0,mM,MC-SCFP3A,0.651
7,rep2,Cd,0,mM,MC-SCFP3A,0.624
7,rep3,Cd,0,mM,MC-SCFP3A,0.616
7.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.665
7.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.635
7.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.624
7.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.678
7.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.644
7.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.629
8,rep1,Cd,0,mM,MC-SCFP3A,0.689
8,rep2,Cd,0,mM,MC-SCFP3A,0.653
8,rep3,Cd,0,mM,MC-SCFP3A,0.631
8.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.702
8.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.659
8.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.633
8.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.71
8.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.663
8.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.634
9,rep1,Cd,0,mM,MC-SCFP3A,0.719
9,rep2,Cd,0,mM,MC-SCFP3A,0.667
9,rep3,Cd,0,mM,MC-SCFP3A,0.633
9.333333333,rep1,Cd,0,mM,MC-SCFP3A,0.728
9.333333333,rep2,Cd,0,mM,MC-SCFP3A,0.666
9.333333333,rep3,Cd,0,mM,MC-SCFP3A,0.63
9.666666667,rep1,Cd,0,mM,MC-SCFP3A,0.734
9.666666667,rep2,Cd,0,mM,MC-SCFP3A,0.666
9.666666667,rep3,Cd,0,mM,MC-SCFP3A,0.628
10,rep1,Cd,0,mM,MC-SCFP3A,0.739
10,rep2,Cd,0,mM,MC-SCFP3A,0.666
10,rep3,Cd,0,mM,MC-SCFP3A,0.627
10.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.744
10.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.662
10.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.622
10.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.747
10.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.66
10.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.618
11,rep1,Cd,0,mM,MC-SCFP3A,0.75
11,rep2,Cd,0,mM,MC-SCFP3A,0.657
11,rep3,Cd,0,mM,MC-SCFP3A,0.614
11.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.753
11.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.654
11.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.613
11.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.754
11.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.652
11.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.608
12,rep1,Cd,0,mM,MC-SCFP3A,0.756
12,rep2,Cd,0,mM,MC-SCFP3A,0.65
12,rep3,Cd,0,mM,MC-SCFP3A,0.604
12.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.756
12.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.645
12.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.601
12.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.757
12.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.644
12.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.598
13,rep1,Cd,0,mM,MC-SCFP3A,0.757
13,rep2,Cd,0,mM,MC-SCFP3A,0.642
13,rep3,Cd,0,mM,MC-SCFP3A,0.597
13.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.759
13.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.638
13.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.592
13.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.759
13.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.635
13.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.591
14,rep1,Cd,0,mM,MC-SCFP3A,0.76
14,rep2,Cd,0,mM,MC-SCFP3A,0.634
14,rep3,Cd,0,mM,MC-SCFP3A,0.588
14.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.761
14.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.631
14.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.586
14.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.762
14.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.631
14.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.585
15,rep1,Cd,0,mM,MC-SCFP3A,0.763
15,rep2,Cd,0,mM,MC-SCFP3A,0.628
15,rep3,Cd,0,mM,MC-SCFP3A,0.581
15.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.762
15.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.627
15.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.581
15.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.762
15.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.627
15.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.578
16,rep1,Cd,0,mM,MC-SCFP3A,0.763
16,rep2,Cd,0,mM,MC-SCFP3A,0.626
16,rep3,Cd,0,mM,MC-SCFP3A,0.578
16.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.763
16.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.625
16.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.575
16.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.764
16.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.625
16.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.575
17,rep1,Cd,0,mM,MC-SCFP3A,0.765
17,rep2,Cd,0,mM,MC-SCFP3A,0.622
17,rep3,Cd,0,mM,MC-SCFP3A,0.573
17.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.765
17.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.623
17.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.573
17.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.767
17.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.623
17.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.571
18,rep1,Cd,0,mM,MC-SCFP3A,0.767
18,rep2,Cd,0,mM,MC-SCFP3A,0.621
18,rep3,Cd,0,mM,MC-SCFP3A,0.57
18.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.769
18.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.62
18.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.568
18.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.768
18.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.619
18.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.566
19,rep1,Cd,0,mM,MC-SCFP3A,0.77
19,rep2,Cd,0,mM,MC-SCFP3A,0.619
19,rep3,Cd,0,mM,MC-SCFP3A,0.567
19.33333333,rep1,Cd,0,mM,MC-SCFP3A,0.771
19.33333333,rep2,Cd,0,mM,MC-SCFP3A,0.618
19.33333333,rep3,Cd,0,mM,MC-SCFP3A,0.565
19.66666667,rep1,Cd,0,mM,MC-SCFP3A,0.772
19.66666667,rep2,Cd,0,mM,MC-SCFP3A,0.617
19.66666667,rep3,Cd,0,mM,MC-SCFP3A,0.563
20,rep1,Cd,0,mM,MC-SCFP3A,0.773
20,rep2,Cd,0,mM,MC-SCFP3A,0.617
20,rep3,Cd,0,mM,MC-SCFP3A,0.563
0,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.087
0,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.084
0,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.083
0.3333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.091
0.3333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.085
0.3333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.085
0.6666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.102
0.6666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.089
0.6666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.09
1,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.112
1,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.097
1,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.098
1.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.126
1.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.103
1.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.107
1.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.13
1.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.111
1.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.112
2,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.161
2,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.127
2,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.131
2.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.218
2.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.161
2.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.166
2.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.252
2.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.214
2.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.208
3,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.337
3,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.254
3,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.265
3.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.407
3.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.344
3.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.333
3.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.517
3.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.398
3.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.389
4,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.554
4,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.471
4,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.476
4.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.762
4.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.545
4.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.576
4.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.809
4.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.64
4.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.725
5,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.744
5,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.717
5,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.704
5.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.771
5.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.746
5.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.699
5.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.751
5.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.699
5.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.708
6,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.733
6,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.648
6,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.698
6.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.72
6.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.639
6.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.7
6.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.713
6.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.649
6.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.71
7,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.744
7,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.664
7,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.737
7.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.77
7.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.672
7.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.755
7.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.79
7.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.687
7.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.775
8,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.808
8,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.688
8,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.791
8.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.821
8.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.692
8.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.808
8.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.833
8.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.694
8.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.819
9,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.844
9,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.693
9,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.827
9.333333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.855
9.333333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.695
9.333333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.84
9.666666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.862
9.666666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.7
9.666666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.848
10,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.868
10,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.701
10,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.855
10.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.877
10.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.708
10.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.866
10.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.883
10.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.709
10.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.873
11,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.89
11,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.71
11,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.882
11.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.896
11.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.716
11.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.89
11.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.903
11.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.719
11.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.896
12,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.911
12,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.723
12,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.904
12.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.915
12.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.727
12.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.91
12.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.922
12.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.731
12.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.919
13,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.924
13,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.736
13,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.924
13.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.931
13.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.742
13.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.931
13.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.935
13.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.752
13.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.938
14,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.939
14,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.757
14,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.944
14.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.944
14.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.767
14.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.949
14.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.947
14.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.775
14.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.955
15,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.952
15,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.787
15,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.959
15.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.957
15.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.797
15.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.965
15.66666667,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.958
15.66666667,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.804
15.66666667,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.97
16,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.963
16,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.812
16,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.975
16.33333333,rep1,AMP,0,ug/mL,VIPdeltaRecA,0.966
16.33333333,rep2,AMP,0,ug/mL,VIPdeltaRecA,0.822
16.33333333,rep3,AMP,0,ug/mL,VIPdeltaRecA,0.978
